episode_id,model_key,model_id,offload_gb,state_label,concurrency,trigger_after_decode_tokens,condition,repeat,random_seed,episode_seed,victim_workload_seed,burst_workload_seed,victim_request_count,victim_input_len,victim_output_len,victim_temperature,burst_parallel_requests,burst_input_len,burst_output_len,burst_temperature,max_num_batched_tokens,condition_first_in_block,restart_server_before_block,block_id,order_in_block
llama_off0_conc8_trigger16_prefill_burst_rep02,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,8,16,prefill_burst,2,20260718,831389405,1609676017,2116533302,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off0_conc8_rep02,1
llama_off0_conc8_trigger16_no_burst_rep02,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,8,16,no_burst,2,20260718,595878535,1609676017,2116533302,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off0_conc8_rep02,2
llama_off8_conc4_trigger16_prefill_burst_rep02,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,4,16,prefill_burst,2,20260718,773439446,1609676017,2116533302,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off8_conc4_rep02,1
llama_off8_conc4_trigger16_no_burst_rep02,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,4,16,no_burst,2,20260718,826073694,1609676017,2116533302,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off8_conc4_rep02,2
llama_off12_conc8_trigger16_prefill_burst_rep02,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,8,16,prefill_burst,2,20260718,934119744,1609676017,2116533302,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off12_conc8_rep02,1
llama_off12_conc8_trigger16_no_burst_rep02,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,8,16,no_burst,2,20260718,1391687492,1609676017,2116533302,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off12_conc8_rep02,2
llama_off8_conc8_trigger16_no_burst_rep02,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,8,16,no_burst,2,20260718,600945793,1609676017,2116533302,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off8_conc8_rep02,1
llama_off8_conc8_trigger16_prefill_burst_rep02,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,8,16,prefill_burst,2,20260718,954453780,1609676017,2116533302,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off8_conc8_rep02,2
llama_off0_conc4_trigger16_prefill_burst_rep02,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,4,16,prefill_burst,2,20260718,105751974,1609676017,2116533302,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off0_conc4_rep02,1
llama_off0_conc4_trigger16_no_burst_rep02,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,4,16,no_burst,2,20260718,1952692222,1609676017,2116533302,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off0_conc4_rep02,2
llama_off12_conc8_trigger16_prefill_burst_rep03,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,8,16,prefill_burst,3,20260718,1893844375,638684741,1217855587,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off12_conc8_rep03,1
llama_off12_conc8_trigger16_no_burst_rep03,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,8,16,no_burst,3,20260718,510737976,638684741,1217855587,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off12_conc8_rep03,2
llama_off0_conc8_trigger16_prefill_burst_rep03,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,8,16,prefill_burst,3,20260718,394241651,638684741,1217855587,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off0_conc8_rep03,1
llama_off0_conc8_trigger16_no_burst_rep03,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,8,16,no_burst,3,20260718,748714101,638684741,1217855587,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off0_conc8_rep03,2
llama_off0_conc4_trigger16_no_burst_rep03,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,4,16,no_burst,3,20260718,580816874,638684741,1217855587,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off0_conc4_rep03,1
llama_off0_conc4_trigger16_prefill_burst_rep03,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,4,16,prefill_burst,3,20260718,973573447,638684741,1217855587,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off0_conc4_rep03,2
llama_off8_conc4_trigger16_prefill_burst_rep03,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,4,16,prefill_burst,3,20260718,1288512574,638684741,1217855587,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off8_conc4_rep03,1
llama_off8_conc4_trigger16_no_burst_rep03,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,4,16,no_burst,3,20260718,516805486,638684741,1217855587,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off8_conc4_rep03,2
llama_off12_conc4_trigger16_prefill_burst_rep03,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,4,16,prefill_burst,3,20260718,784660993,638684741,1217855587,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off12_conc4_rep03,1
llama_off12_conc4_trigger16_no_burst_rep03,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,4,16,no_burst,3,20260718,485938143,638684741,1217855587,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off12_conc4_rep03,2
llama_off8_conc8_trigger16_prefill_burst_rep03,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,8,16,prefill_burst,3,20260718,1359784812,638684741,1217855587,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off8_conc8_rep03,1
llama_off8_conc8_trigger16_no_burst_rep03,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,8,16,no_burst,3,20260718,1123629505,638684741,1217855587,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off8_conc8_rep03,2
llama_off8_conc4_trigger16_no_burst_rep04,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,4,16,no_burst,4,20260718,806825520,1237171758,318392598,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off8_conc4_rep04,1
llama_off8_conc4_trigger16_prefill_burst_rep04,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,4,16,prefill_burst,4,20260718,1908300642,1237171758,318392598,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off8_conc4_rep04,2
llama_off8_conc8_trigger16_prefill_burst_rep04,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,8,16,prefill_burst,4,20260718,1388497754,1237171758,318392598,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off8_conc8_rep04,1
llama_off8_conc8_trigger16_no_burst_rep04,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,8,16,no_burst,4,20260718,701889937,1237171758,318392598,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off8_conc8_rep04,2
llama_off0_conc8_trigger16_no_burst_rep04,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,8,16,no_burst,4,20260718,2122237876,1237171758,318392598,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off0_conc8_rep04,1
llama_off0_conc8_trigger16_prefill_burst_rep04,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,8,16,prefill_burst,4,20260718,2093369304,1237171758,318392598,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off0_conc8_rep04,2
llama_off12_conc8_trigger16_no_burst_rep04,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,8,16,no_burst,4,20260718,937232074,1237171758,318392598,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off12_conc8_rep04,1
llama_off12_conc8_trigger16_prefill_burst_rep04,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,8,16,prefill_burst,4,20260718,1678805319,1237171758,318392598,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off12_conc8_rep04,2
llama_off0_conc4_trigger16_prefill_burst_rep04,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,4,16,prefill_burst,4,20260718,664192055,1237171758,318392598,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off0_conc4_rep04,1
llama_off0_conc4_trigger16_no_burst_rep04,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,4,16,no_burst,4,20260718,271419072,1237171758,318392598,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off0_conc4_rep04,2
llama_off12_conc4_trigger16_prefill_burst_rep04,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,4,16,prefill_burst,4,20260718,550462465,1237171758,318392598,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off12_conc4_rep04,1
llama_off12_conc4_trigger16_no_burst_rep04,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,4,16,no_burst,4,20260718,452587243,1237171758,318392598,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off12_conc4_rep04,2
llama_off0_conc4_trigger16_no_burst_rep05,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,4,16,no_burst,5,20260718,1954156728,72109925,1956616752,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off0_conc4_rep05,1
llama_off0_conc4_trigger16_prefill_burst_rep05,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,4,16,prefill_burst,5,20260718,1595160452,72109925,1956616752,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off0_conc4_rep05,2
llama_off8_conc8_trigger16_prefill_burst_rep05,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,8,16,prefill_burst,5,20260718,1181008256,72109925,1956616752,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off8_conc8_rep05,1
llama_off8_conc8_trigger16_no_burst_rep05,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,8,16,no_burst,5,20260718,608961788,72109925,1956616752,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off8_conc8_rep05,2
llama_off12_conc8_trigger16_prefill_burst_rep05,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,8,16,prefill_burst,5,20260718,1840963481,72109925,1956616752,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off12_conc8_rep05,1
llama_off12_conc8_trigger16_no_burst_rep05,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,8,16,no_burst,5,20260718,1408379916,72109925,1956616752,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off12_conc8_rep05,2
llama_off8_conc4_trigger16_no_burst_rep05,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,4,16,no_burst,5,20260718,1763275422,72109925,1956616752,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off8_conc4_rep05,1
llama_off8_conc4_trigger16_prefill_burst_rep05,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,4,16,prefill_burst,5,20260718,15911267,72109925,1956616752,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off8_conc4_rep05,2
llama_off12_conc4_trigger16_no_burst_rep05,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,4,16,no_burst,5,20260718,317028432,72109925,1956616752,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off12_conc4_rep05,1
llama_off12_conc4_trigger16_prefill_burst_rep05,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,4,16,prefill_burst,5,20260718,541124031,72109925,1956616752,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off12_conc4_rep05,2
llama_off0_conc8_trigger16_no_burst_rep05,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,8,16,no_burst,5,20260718,1309452111,72109925,1956616752,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off0_conc8_rep05,1
llama_off0_conc8_trigger16_prefill_burst_rep05,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,8,16,prefill_burst,5,20260718,1002350401,72109925,1956616752,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off0_conc8_rep05,2
llama_off12_conc8_trigger16_no_burst_rep06,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,8,16,no_burst,6,20260718,414691078,668633666,1052868653,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off12_conc8_rep06,1
llama_off12_conc8_trigger16_prefill_burst_rep06,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,8,16,prefill_burst,6,20260718,1146386747,668633666,1052868653,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off12_conc8_rep06,2
llama_off12_conc4_trigger16_prefill_burst_rep06,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,4,16,prefill_burst,6,20260718,1594501893,668633666,1052868653,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off12_conc4_rep06,1
llama_off12_conc4_trigger16_no_burst_rep06,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,4,16,no_burst,6,20260718,1915057074,668633666,1052868653,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off12_conc4_rep06,2
llama_off8_conc4_trigger16_no_burst_rep06,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,4,16,no_burst,6,20260718,1657652033,668633666,1052868653,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off8_conc4_rep06,1
llama_off8_conc4_trigger16_prefill_burst_rep06,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,4,16,prefill_burst,6,20260718,2106280397,668633666,1052868653,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off8_conc4_rep06,2
llama_off0_conc8_trigger16_no_burst_rep06,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,8,16,no_burst,6,20260718,1378022277,668633666,1052868653,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off0_conc8_rep06,1
llama_off0_conc8_trigger16_prefill_burst_rep06,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,8,16,prefill_burst,6,20260718,1747334801,668633666,1052868653,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off0_conc8_rep06,2
llama_off8_conc8_trigger16_no_burst_rep06,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,8,16,no_burst,6,20260718,1905523410,668633666,1052868653,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off8_conc8_rep06,1
llama_off8_conc8_trigger16_prefill_burst_rep06,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,8,16,prefill_burst,6,20260718,249275493,668633666,1052868653,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off8_conc8_rep06,2
llama_off0_conc4_trigger16_no_burst_rep06,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,4,16,no_burst,6,20260718,197247489,668633666,1052868653,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off0_conc4_rep06,1
llama_off0_conc4_trigger16_prefill_burst_rep06,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,4,16,prefill_burst,6,20260718,1999930384,668633666,1052868653,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off0_conc4_rep06,2
llama_off8_conc8_trigger16_no_burst_rep07,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,8,16,no_burst,7,20260718,1530030092,176064131,787377923,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off8_conc8_rep07,1
llama_off8_conc8_trigger16_prefill_burst_rep07,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,8,16,prefill_burst,7,20260718,31181679,176064131,787377923,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off8_conc8_rep07,2
llama_off0_conc4_trigger16_no_burst_rep07,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,4,16,no_burst,7,20260718,1919811183,176064131,787377923,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off0_conc4_rep07,1
llama_off0_conc4_trigger16_prefill_burst_rep07,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,4,16,prefill_burst,7,20260718,1977329591,176064131,787377923,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off0_conc4_rep07,2
llama_off8_conc4_trigger16_prefill_burst_rep07,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,4,16,prefill_burst,7,20260718,1923934528,176064131,787377923,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off8_conc4_rep07,1
llama_off8_conc4_trigger16_no_burst_rep07,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,4,16,no_burst,7,20260718,432257352,176064131,787377923,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off8_conc4_rep07,2
llama_off12_conc4_trigger16_prefill_burst_rep07,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,4,16,prefill_burst,7,20260718,190558995,176064131,787377923,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off12_conc4_rep07,1
llama_off12_conc4_trigger16_no_burst_rep07,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,4,16,no_burst,7,20260718,1572686541,176064131,787377923,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off12_conc4_rep07,2
llama_off0_conc8_trigger16_no_burst_rep07,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,8,16,no_burst,7,20260718,610100880,176064131,787377923,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off0_conc8_rep07,1
llama_off0_conc8_trigger16_prefill_burst_rep07,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,8,16,prefill_burst,7,20260718,1817868739,176064131,787377923,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off0_conc8_rep07,2
llama_off12_conc8_trigger16_no_burst_rep07,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,8,16,no_burst,7,20260718,1067686641,176064131,787377923,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off12_conc8_rep07,1
llama_off12_conc8_trigger16_prefill_burst_rep07,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,8,16,prefill_burst,7,20260718,1804477130,176064131,787377923,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off12_conc8_rep07,2
llama_off0_conc8_trigger16_prefill_burst_rep08,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,8,16,prefill_burst,8,20260718,1489199459,1435859720,552559029,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off0_conc8_rep08,1
llama_off0_conc8_trigger16_no_burst_rep08,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,8,16,no_burst,8,20260718,204176945,1435859720,552559029,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off0_conc8_rep08,2
llama_off8_conc4_trigger16_no_burst_rep08,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,4,16,no_burst,8,20260718,1224576471,1435859720,552559029,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off8_conc4_rep08,1
llama_off8_conc4_trigger16_prefill_burst_rep08,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,4,16,prefill_burst,8,20260718,1708444849,1435859720,552559029,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off8_conc4_rep08,2
llama_off12_conc8_trigger16_prefill_burst_rep08,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,8,16,prefill_burst,8,20260718,1236952562,1435859720,552559029,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off12_conc8_rep08,1
llama_off12_conc8_trigger16_no_burst_rep08,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,8,16,no_burst,8,20260718,1623413376,1435859720,552559029,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off12_conc8_rep08,2
llama_off0_conc4_trigger16_prefill_burst_rep08,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,4,16,prefill_burst,8,20260718,1479167140,1435859720,552559029,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off0_conc4_rep08,1
llama_off0_conc4_trigger16_no_burst_rep08,llama,meta-llama/Llama-3.1-8B-Instruct,0,low,4,16,no_burst,8,20260718,1713205698,1435859720,552559029,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off0_conc4_rep08,2
llama_off8_conc8_trigger16_prefill_burst_rep08,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,8,16,prefill_burst,8,20260718,1835931,1435859720,552559029,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,1,llama_off8_conc8_rep08,1
llama_off8_conc8_trigger16_no_burst_rep08,llama,meta-llama/Llama-3.1-8B-Instruct,8,intermediate,8,16,no_burst,8,20260718,833798270,1435859720,552559029,20,256,64,0.0,4,2048,16,0.0,2048,prefill_burst,0,llama_off8_conc8_rep08,2
llama_off12_conc4_trigger16_no_burst_rep08,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,4,16,no_burst,8,20260718,415058141,1435859720,552559029,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,1,llama_off12_conc4_rep08,1
llama_off12_conc4_trigger16_prefill_burst_rep08,llama,meta-llama/Llama-3.1-8B-Instruct,12,high,4,16,prefill_burst,8,20260718,563891528,1435859720,552559029,20,256,64,0.0,4,2048,16,0.0,2048,no_burst,0,llama_off12_conc4_rep08,2
